ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Superficie construida,Ambientes,Recámaras,Baños,Estacionamientos,Cantidad de pisos,Antigüedad,Cuota mensual de mantenimiento,Orientación,RecÃ¡maras,BaÃ±os,AntigÃ¼edad,OrientaciÃ³n,Bodegas,Tipo de casa,Tipo de propiedad,Disposición,Número de piso de la unidad,Departamentos por piso,Acceso,Metros de frente,Metros de fondo,Forma del terreno,DisposiciÃ³n del lote,Disposición del lote
915251223,yucatán,casa,https://casa.metroscubicos.com/MLM-915251223-casa-en-venta-en-privada-avenida-yucatan-cerca-de-altabrisa-_JM,"$3,400,000",Mérida,Maya,359 m²,186 m²,7,3,3,2,,0 años,,,,,,,,,,,,,,,,,,
790075768,yucatán,venta,https://casa.metroscubicos.com/MLM-790075768-venta-hermosa-casa-remodelada-en-el-centro-de-merida-_JM,"$5,450,000",Mérida,Merida Centro,301 m²,228 m²,5,2,2,,,0 años,,,,,,,,,,,,,,,,,,
1401310145,yucatán,villas,https://casa.metroscubicos.com/MLM-1401310145-villas-en-la-playa-en-bocana-telchac-yucatan-_JM,"$10,864,350",Yucatán,Telchac Puerto,200 m²,242 m²,,3,3,3,,0 años,,,,,,,,,,,,,,,,,,
1405622694,yucatán,residencia,https://casa.metroscubicos.com/MLM-1405622694-residencia-de-dos-plantas-al-poniente-de-merida-_JM,"$1,350,000",Mérida,Tixcacal Opichen,104 m²,104 m²,6,3,3,2,,0 años,,,,,,,,,,,,,,,,,,
1369027053,yucatán,castela,https://casa.metroscubicos.com/MLM-1369027053-castela-5-_JM,"$3,500,000",Mérida,Dzitya,392 m²,207 m²,7,3,3,2,,0 años,,,,,,,,,,,,,,,,,,
1373762872,yucatán,venta,https://casa.metroscubicos.com/MLM-1373762872-venta-casa-en-un-solo-nivel-garcia-gineres-_JM,"$3,200,000",Mérida,García Gineres,516 m²,241 m²,4,2,2,3,,0 años,,,,,,,,,,,,,,,,,,
789787297,yucatán,boara,https://casa.metroscubicos.com/MLM-789787297-boara-townhouses-en-montes-de-ame-al-norte-de-merida-_JM,"$2,740,000",Mérida,Montes De Ame,85 m²,174 m²,6,2,2,,,,,,,,,,,,,,,,,,,,,
1399081030,yucatán,casa,https://casa.metroscubicos.com/MLM-1399081030-casa-en-venta-colonia-itzimna-meridayucatan-mexico-_JM,"U$S2,200,000",Mérida,Itzimna,4056 m²,1133 m²,13,3,8,6,,0 años,,,,,,,,,,,,,,,,,,
1398207879,yucatán,casa,https://casa.metroscubicos.com/MLM-1398207879-casa-de-una-planta-dentro-de-privada-al-norte-de-merida-_JM,"$3,350,000",Mérida,Dzitya,542 m²,210 m²,7,3,3,2,,2 años,,,,,,,,,,,,,,,,,,
1395374496,yucatán,hotel,https://casa.metroscubicos.com/MLM-1395374496-hotel-en-construccion-de-3-hectareas-dzemul-yuc-_JM,"$6,830,000",Dzemul,Dzemul,34000 mÂ²,898 mÂ²,,,,,,,,,,,0 aÃ±os,,,,,,,,,,,,,
1395374478,yucatán,casa,https://casa.metroscubicos.com/MLM-1395374478-casa-en-venta-amueblada-cerca-de-santiago-en-el-centro-de-me-_JM,"$6,800,000",Mérida,Merida Centro,300 m²,270 m²,6,3,3,1,,0 años,,,,,,,,,,,,,,,,,,
1374334295,yucatán,venta,https://casa.metroscubicos.com/MLM-1374334295-venta-casa-en-francisco-villa-poniente-_JM,"$2,400,000",Mérida,Chuburna De Hidalgo,226 m²,199 m²,6,3,3,2,,0 años,,,,,,,,,,,,,,,,,,
1335178730,yucatán,hermosa,https://casa.metroscubicos.com/MLM-1335178730-hermosa-casa-de-una-planta-totalmente-equipada-con-480m2-de-_JM,"$3,700,000",Mérida,Cholul,480 m²,214 m²,8,3,4,2,,0 años,,,,,,,,,,,,,,,,,,
923600545,yucatán,casa,https://casa.metroscubicos.com/MLM-923600545-casa-en-venta-en-privada-parque-central-sitpache-_JM,"$4,300,000",Mérida,Sitpach,380 m²,287 m²,9,4,4,2,,,,,,,,,,,,,,,,,,,,
919175022,yucatán,casa,https://casa.metroscubicos.com/MLM-919175022-casa-en-venta-en-las-americas-3-recamaras-y-piscina-_JM,"$1,950,000",Mérida,Las Américas,199 m²,120 m²,5,3,2,2,,0 años,,,,,,,,,,,,,,,,,,
905792107,yucatán,casa,https://casa.metroscubicos.com/MLM-905792107-casa-en-venta-ubicada-en-san-ramon-norte-en-merida-yucatan-_JM,"$22,000,000",Mérida,San Ramon Norte I,2800 m²,900 m²,8,3,3,,,0 años,,,,,,,,,,,,,,,,,,
791546022,yucatán,gran,https://casa.metroscubicos.com/MLM-791546022-gran-casona-en-la-avenida-reforma-zona-garcia-gineres-merida-_JM,"U$S1,160,000",Mérida,García Gineres,2662 m²,661 m²,6,3,3,,,,,,,,,,,,,,,,,,,,,
764953769,yucatán,casa,https://casa.metroscubicos.com/MLM-764953769-casa-en-navita-residencial-al-norte-de-merida-_JM,"$4,102,700",Mérida,Santa Gertrudis Copo,254 m²,259 m²,7,3,3,2,,0 años,,,,,,,,,,,,,,,,,,
915247761,yucatán,casa,https://casa.metroscubicos.com/MLM-915247761-casa-en-preventa-en-privada-de-conkal-modelo-isla-_JM,"$1,245,000",Mérida,Cholul,148 m²,88 m²,4,2,2,2,,,,,,,,,,,,,,,,,,,,
1390482939,yucatán,casa,https://casa.metroscubicos.com/MLM-1390482939-casa-en-venta-en-el-centro-de-merida-yucatan-_JM,"$4,000,000",Mérida,Merida Centro,292 m²,150 m²,4,2,2,1,,4 años,,,,,,,,,,,,,,,,,,
938087350,yucatán,casa,https://casa.metroscubicos.com/MLM-938087350-casa-fraccionamiento-villas-la-hacienda-_JM,"$8,750,000",Mérida,Villas La Hacienda,982 m²,,,3,4,4,2,40 años,0 MXN,Norte,,,,,,,,,,,,,,,,
905796068,yucatán,venta,https://casa.metroscubicos.com/MLM-905796068-venta-de-casa-en-privada-el-origen-residencialmod-282-_JM,"$4,100,000",Mérida,Xcanatun,247 m²,282 m²,7,3,4,3,,,,,,,,,,,,,,,,,,,,
962462417,yucatán,casa,https://casa.metroscubicos.com/MLM-962462417-casa-colonial-en-chuminopolis-con-5-rec-_JM,"$1,490,000",Mérida,Chuminopolis,373 m²,262 m²,7,5,2,,,,,,,,,,,,,,,,,,,,,
1328612938,yucatán,en,https://casa.metroscubicos.com/MLM-1328612938-en-venta-casa-en-privada-fontana-merida-_JM,"$4,900,000",Mérida,Santa Gertrudis Copo,324 m²,258 m²,9,4,5,2,,0 años,,,,,,,,,,,,,,,,,,
938153385,yucatán,venta,https://casa.metroscubicos.com/MLM-938153385-venta-casa-grande-en-colonia-mexico-norte-en-merida-yucatan-_JM,"$6,000,000",Mérida,México Norte,532 m²,522 m²,9,3,5,4,,9 años,,,,,,,,,,,,,,,,,,
1393722995,yucatán,ve,https://casa.metroscubicos.com/MLM-1393722995-ve-casa-misnebalam-magnum-3-_JM,"$1,600,000",Progreso,Misnebalam,194 m²,156 m²,7,3,3,2,,0 años,,,,,,,,,,,,,,,,,,
1403112337,yucatán,casa,https://casa.metroscubicos.com/MLM-1403112337-casa-con-alberca-privada-sala-de-doble-altura-cocina-ampli-_JM,"$3,995,000",Mérida,Mérida,200 m²,200 m²,8,3,5,3,,0 años,,,,,,,,,,,,,,,,,,
1395390992,yucatán,residencias,https://casa.metroscubicos.com/MLM-1395390992-residencias-a-10-minutos-del-aeropuerto-de-merida-_JM,"$2,027,000",Mérida,Tixcacal Opichen,168 m²,173 m²,7,4,3,2,,0 años,,,,,,,,,,,,,,,,,,
1363250316,yucatán,casa,https://casa.metroscubicos.com/MLM-1363250316-casa-de-una-planta-en-cholul-_JM,"$6,512,500",Mérida,Cholul,1000 m²,310 m²,7,3,3,2,,4 años,,,,,,,,,,,,,,,,,,
1343672510,yucatán,casa,https://casa.metroscubicos.com/MLM-1343672510-casa-en-jardines-de-rejoyada-komchen-_JM,"$3,900,000",Mérida,Komchen,600 m²,315 m²,11,5,5,4,,0 años,,,,,,,,,,,,,,,,,,
1314501734,yucatán,en,https://casa.metroscubicos.com/MLM-1314501734-en-venta-townhouse-tipo-loft-completamente-equipado-_JM,"$2,300,000",Mérida,Santa Gertrudis Copo,100 m²,130 m²,3,1,1,,,0 años,,,,,,,,,,,,,,,,,,
1308739112,yucatán,casa,https://casa.metroscubicos.com/MLM-1308739112-casa-en-venta-_JM,"$4,800,000",Mérida,San Antonio Cucul,420 m²,409 m²,11,5,5,4,,0 años,,,,,,,,,,,,,,,,,,
931628636,yucatán,casa,https://casa.metroscubicos.com/MLM-931628636-casa-en-venta-en-privada-gran-valle-cholul-zona-altabrisa-_JM,"$3,200,000",Mérida,Cholul,300 m²,243 m²,10,4,5,2,,0 años,,,,,,,,,,,,,,,,,,
856946835,yucatán,preciosa,https://casa.metroscubicos.com/MLM-856946835-preciosa-casa-de-lujo-en-privada-montecristo-_JM,"$17,000,000",Mérida,Montecristo,1890 m²,650 m²,11,5,5,3,,0 años,,,,,,,,,,,,,,,,,,
1317748086,yucatán,en,https://casa.metroscubicos.com/MLM-1317748086-en-venta-casa-en-cabo-norte-temozon-con-3-recamaras-y-albe-_JM,"$8,510,000,000",Mérida,Temozon Norte,262 m²,259 m²,7,3,4,2,,0 años,,,,,,,,,,,,,,,,,,
1341042470,yucatán,residencia,https://casa.metroscubicos.com/MLM-1341042470-residencia-en-venta-en-priv-yucatan-country-club-a-10-min-_JM,"$20,000,000",Mérida,Yucatan Country Club,750 m²,750 m²,11,4,4,2,,0 años,,,,,,,,,,,,,,,,,,
1416233767,yucatán,venta,https://casa.metroscubicos.com/MLM-1416233767-venta-de-casa-en-dzitya-merida-yucatan-_JM,"$2,600,000",Mérida,Dzitya,257 m²,235 m²,,3,3,2,,0 años,,,,,,,,,,,,,,,,,,
1393710318,yucatán,ve,https://casa.metroscubicos.com/MLM-1393710318-ve-casa-chablekal-venta-_JM,"$6,000,000",Mérida,Chablekal,960 m²,802 m²,12,5,6,4,,2019 años,,,,,,,,,,,,,,,,,,
1384498666,yucatán,preventa,https://casa.metroscubicos.com/MLM-1384498666-preventa-de-casas-de-2-y-3-recamaras-_JM,"$1,400,000",Mérida,Sac-Nicte,177 m²,134 m²,3,2,1,1,,,,,,,,,,,,,,,,,,,,
1325051161,yucatán,casa,https://casa.metroscubicos.com/MLM-1325051161-casa-en-venta-en-privada-tamora-conkal-al-norte-de-merida-y-_JM,"$3,360,000",Conkal,Conkal,303 m²,285 m²,7,3,3,2,,,,,,,,,,,,,,,,,,,,
882418794,yucatán,casas,https://casa.metroscubicos.com/MLM-882418794-casas-en-venta-privada-zendera-en-conkal-yucatan-_JM,"$2,795,000",Conkal,Conkal,256 m²,200 m²,8,3,5,2,,0 años,,,,,,,,,,,,,,,,,,
803022918,yucatán,casa,https://casa.metroscubicos.com/MLM-803022918-casa-en-venta-en-benito-juarez-norte-_JM,"$7,500,000",Mérida,Benito Juárez Nte,1050 m²,557 m²,9,4,5,3,,0 años,,,,,,,,,,,,,,,,,,
802436656,yucatán,quinta,https://casa.metroscubicos.com/MLM-802436656-quinta-el-valor-a-la-venta-en-chicxulub-pueblo-al-norte-d-_JM,"$22,500,000",Chicxulub Pueblo,Chicxulub,10111 m²,1200 m²,11,5,6,20,,0 años,,,,,,,,,,,,,,,,,,
1396127758,yucatán,casas,https://casa.metroscubicos.com/MLM-1396127758-casas-mod-aura-en-pedregales-de-misnebalam-en-misnebalam-yu-_JM,"$1,400,000",Progreso,Misnebalam,177 m²,134 m²,5,2,2,,,0 años,,,,,,,,,,,,,,,,,,
1369154680,yucatán,casa,https://casa.metroscubicos.com/MLM-1369154680-casa-con-gran-terreno-en-zona-norte-de-merida-con-alberca-y-_JM,"$3,580,000",Conkal,Conkal,480 m²,312 m²,10,4,5,3,,,,,,,,,,,,,,,,,,,,
1368832592,yucatán,casa,https://casa.metroscubicos.com/MLM-1368832592-casa-en-venta-en-francisco-de-montejo-avenida-comercial-con-alto-potencial-_JM,"$2,525,000",Mérida,Francisco de Montejo,225 m²,215 m²,,6,2,2,,15 años,,,,,,,,,,,,,,,,,,
1335172082,yucatán,casa,https://casa.metroscubicos.com/MLM-1335172082-casa-en-privada-quinta-real-ubicada-en-el-corazon-de-altabr-_JM,"$3,100,000",Mérida,Altabrisa,198 m²,154 m²,6,3,2,2,,0 años,,,,,,,,,,,,,,,,,,
1398321176,yucatán,venta,https://casa.metroscubicos.com/MLM-1398321176-venta-de-casa-recamara-planta-baja-vergel-2-merida-yucatan-_JM,"$1,400,000",Mérida,Vergel III,133 m²,204 m²,6,3,2,1,,0 años,,,,,,,,,,,,,,,,,,
1346327742,yucatán,casa,https://casa.metroscubicos.com/MLM-1346327742-casa-super-amplia-y-linda-estilo-colonial-contemporanea-_JM,"$4,000,000",Mérida,Manuel Crescencio Rejón,628 m²,478 m²,9,5,3,2,,0 años,,,,,,,,,,,,,,,,,,
1308693856,yucatán,se,https://casa.metroscubicos.com/MLM-1308693856-se-vende-hermosa-casa-en-zona-centro-_JM,"$4,280,000",Mérida,Merida Centro,300 m²,260 m²,5,2,3,1,,0 años,,,,,,,,,,,,,,,,,,
1334123515,yucatán,hermosa,https://casa.metroscubicos.com/MLM-1334123515-hermosa-casa-a-una-cuadra-de-la-ermita-_JM,"U$S250,000",Mérida,Merida Centro,326 m²,251 m²,6,2,3,,,0 años,,,,,,,,,,,,,,,,,,
1387033163,yucatán,amplia,https://casa.metroscubicos.com/MLM-1387033163-amplia-residencia-en-preventa-en-privada-dzidzil-ha-al-norte-_JM,"$6,499,000",Mérida,Dzidzilche,1000 m²,352 m²,6,3,3,4,,0 años,,,,,,,,,,,,,,,,,,
1357705545,yucatán,venta,https://casa.metroscubicos.com/MLM-1357705545-venta-casa-en-privada-silvano-3-en-zona-norte-de-merida-_JM,"$7,995,000",Mérida,Santa Gertrudis Copo,461 m²,374 m²,8,3,4,3,,0 años,,,,,,,,,,,,,,,,,,
1354704440,yucatán,casa,https://casa.metroscubicos.com/MLM-1354704440-casa-en-venta-arborea-residencial-conkalmerida-_JM,"$4,950,000",Yucatán,Conkal,459 m²,,,4,4,4,2,0 años,0 MXN,,,,,,,,,,,,,,,,,
1410447910,yucatán,sobre,https://casa.metroscubicos.com/MLM-1410447910-sobre-avenida-5-recamaras-remodelada-y-muy-espaciosa-merida-norte-_JM,"$3,800,000",Mérida,Miguel Alemán,351 m²,329 m²,,5,4,4,2,0 años,0 MXN,,,,,,,,,,,,,,,,,
1403078788,yucatán,casa,https://casa.metroscubicos.com/MLM-1403078788-casa-en-privada-residencial-montecristo-_JM,"$28,750,000",Mérida,Montecristo,3526 m²,,,3,6,4,1,6 años,0 MXN,,,,,,,,,,,,,,,,,
1401331740,yucatán,casa,https://casa.metroscubicos.com/MLM-1401331740-casa-en-venta-en-fraccionamiento-los-heroes-3-recamaras-te-_JM,"$1,800,000",Mérida,Los Héroes,308 m²,161 m²,6,3,2,3,,8 años,,,,,,,,,,,,,,,,,,
1395375089,yucatán,residencias,https://casa.metroscubicos.com/MLM-1395375089-residencias-al-poniente-de-merida-_JM,"$1,150,000",Mérida,Tixcacal Opichen,160 m²,96 m²,5,3,2,2,,0 años,,,,,,,,,,,,,,,,,,
1393665087,yucatán,la,https://casa.metroscubicos.com/MLM-1393665087-la-ceiba-club-de-golf-_JM,"$14,500,000",MÃ©rida,Club De Golf La Ceiba,1250 mÂ²,600 mÂ²,11,,,3,,,,,4,5,5 aÃ±os,,,,,,,,,,,,,
1393677892,yucatán,jo,https://casa.metroscubicos.com/MLM-1393677892-jo-residencia-en-ycc-acabados-de-lujo-_JM,"$11,900,000",Mérida,Yucatan Country Club,514 m²,405 m²,8,3,4,4,,3 años,,,,,,,,,,,,,,,,,,
1390495911,yucatán,casa,https://casa.metroscubicos.com/MLM-1390495911-casa-en-venta-en-colonia-mexico-norte-en-merida-yucatan-_JM,"$3,200,000",Mérida,México Norte,140 m²,145 m²,5,2,2,2,,5 años,,,,,,,,,,,,,,,,,,
1335178748,yucatán,casa,https://casa.metroscubicos.com/MLM-1335178748-casa-en-privada-amidanah-una-planta-temozon-norte-de-meri-_JM,"$4,250,000",Mérida,Temozon Norte,360 m²,235 m²,7,3,3,3,,,,,,,,,,,,,,,,,,,,
1328435591,yucatán,hermosa,https://casa.metroscubicos.com/MLM-1328435591-hermosa-casa-en-chuburna-de-hidalgo-para-oficina-u-habitacio-_JM,"$2,800,000",Mérida,Chuburna De Hidalgo,177 m²,1 m²,8,5,3,,,0 años,,,,,,,,,,,,,,,,,,
927713697,yucatán,terreno,https://casa.metroscubicos.com/MLM-927713697-terreno-con-instalaciones-de-planta-procesadora-cerca-de-periferico-oriente-_JM,"$75,000,000",Mérida,Chichi Suárez,24000 m²,3810 m²,,,2,,,30 años,,,,,,,,,,,,,,,,,,
1415799519,yucatán,casa,https://casa.metroscubicos.com/MLM-1415799519-casa-amueblada-en-zona-centrica-de-la-ciudad-de-merida-_JM,"$2,100,000",Mérida,Tanlum,158 m²,155 m²,5,2,2,2,,0 años,,,,,,,,,,,,,,,,,,
1405080787,yucatán,casa,https://casa.metroscubicos.com/MLM-1405080787-casa-vista-al-mar-acceso-a-la-playa-alberca-frente-al-mar-_JM,"$11,950,785",Mérida,Telchac Puerto,100 m²,242 m²,6,3,3,,,0 años,,,,,,,,,,,,,,,,,,
1395368520,yucatán,casa,https://casa.metroscubicos.com/MLM-1395368520-casa-en-venta-puerto-marea-residencial-en-puerto-lindo-chel-_JM,"$2,750,000",Progreso,Chelem,172 m²,127 m²,6,3,3,1,,0 años,,,,,,,,,,,,,,,,,,
963028332,yucatán,temozon,https://casa.metroscubicos.com/MLM-963028332-temozon-norte-residencia-de-dos-plantas-_JM,"$13,500,000",Mérida,Temozon Norte,1050 m²,720 m²,12,4,7,7,,,,,,,,,,,,,,,,,,,,
1339330001,yucatán,hermoso,https://casa.metroscubicos.com/MLM-1339330001-hermoso-ranchito-en-venta-_JM,$370,Baca,Baca,11850 mÂ²,1 mÂ²,,,,,,,,,,,0 aÃ±os,,,,,,,,,,,,,
1385382769,yucatán,casa,https://casa.metroscubicos.com/MLM-1385382769-casa-en-venta-francisco-de-montejo-_JM,"$2,300,000",Mérida,Mérida,164 m²,1 m²,10,5,4,2,,0 años,,,,,,,,,,,,,,,,,,
1354697989,yucatán,casa,https://casa.metroscubicos.com/MLM-1354697989-casa-en-venta-en-cholul-casa-katia-_JM,"$2,942,000",Mérida,Cholul,357 m²,,,5,3,2,,6 años,0 MXN,,,,,,,,,,,,,,,,,
923603406,yucatán,casa,https://casa.metroscubicos.com/MLM-923603406-casa-en-venta-privada-yaax-beh-mod-b-cholul-merida-yucata-_JM,"$3,455,000",Mérida,Cholul,353 m²,217 m²,7,3,3,2,,,,,,,,,,,,,,,,,,,,
791531789,yucatán,amplia,https://casa.metroscubicos.com/MLM-791531789-amplia-casa-en-el-centro-de-merida-a-3-esquinas-de-la-plaza-principal-_JM,"U$S240,000",Mérida,Merida Centro,477 m²,454 m²,,,,,,,,,,,,,,,,,,,,,,,,
1416226963,yucatán,venta,https://casa.metroscubicos.com/MLM-1416226963-venta-hermosa-casa-en-el-centro-de-merida-zona-santiago-_JM,"$4,350,000",Mérida,Merida Centro,214 m²,146 m²,,4,3,1,,50 años,,,,,,,,,,,,,,,,,,
1400184407,yucatán,amplia,https://casa.metroscubicos.com/MLM-1400184407-amplia-residencia-de-lujo-en-exclusiva-privada-al-norte-de-_JM,"$5,800,000",Mérida,La Rejoyada,948 m²,378 m²,9,4,4,4,,0 años,,,,,,,,,,,,,,,,,,
1399209179,yucatán,casa,https://casa.metroscubicos.com/MLM-1399209179-casa-estilo-colonial-nueva-en-garcia-gineres-con-alberca-entrega-inmediata-_JM,"$6,299,999",Mérida,García Gineres,222 m²,222 m²,8,2,2,2,2,0 años,0 MXN,,,,,,,,,,,,,,,,,
1395399992,yucatán,casa,https://casa.metroscubicos.com/MLM-1395399992-casa-en-esquina-en-venta-con-alberca-en-chicxulub-pueblo-de-_JM,"$1,200,000",Chicxulub Pueblo,Chicxulub,390 m²,130 m²,3,1,2,1,,1 años,,,,,,,,,,,,,,,,,,
1386737462,yucatán,casa,https://casa.metroscubicos.com/MLM-1386737462-casa-en-venta-yucalpeten-merida-_JM,"$1,400,000",Mérida,Yucalpeten,200 m²,1 m²,4,2,1,2,,0 años,,,,,,,,,,,,,,,,,,
1385343499,yucatán,casa,https://casa.metroscubicos.com/MLM-1385343499-casa-blanca-en-las-americas-al-norte-de-merida-_JM,"$1,680,000",Mérida,Las Américas,160 m²,210 m²,6,3,3,2,,3 años,,,,,,,,,,,,,,,,,,
962896888,yucatán,casa,https://casa.metroscubicos.com/MLM-962896888-casa-en-venta-residencial-amidanahtemozon-norte-_JM,"$4,000,000",Mérida,Temozon Norte,360 m²,308 m²,10,4,5,,,,,,,,,,,,,,,,,,,,,
943288407,yucatán,casa,https://casa.metroscubicos.com/MLM-943288407-casa-en-preventa-jardines-de-la-rejoyada-al-norte-de-merida-_JM,"$8,990,000",MÃ©rida,La Rejoyada,904 mÂ²,557 mÂ²,12,,,7,,,,,5,7,,,,,,,,,,,,,,
905791663,yucatán,casa,https://casa.metroscubicos.com/MLM-905791663-casa-historica-en-venta-en-la-col-itzimna-_JM,"$28,000,000",Mérida,Itzimna,2109 m²,888 m²,9,3,5,,,0 años,,,,,,,,,,,,,,,,,,
868125162,yucatán,casa,https://casa.metroscubicos.com/MLM-868125162-casa-en-venta-residencial-nortemerida-_JM,"$7,400,000",Mérida,Komchen,692 m²,349 m²,9,4,4,4,,,,,,,,,,,,,,,,,,,,
813004844,yucatán,casa,https://casa.metroscubicos.com/MLM-813004844-casa-para-remodelar-en-el-centro-de-merida-yucatan-_JM,"$1,650,000",Mérida,Merida Centro,113 m²,119 m²,,,,,,,,,,,,,,,,,,,,,,,,
1394941760,yucatán,casa,https://casa.metroscubicos.com/MLM-1394941760-casa-de-playa-en-venta-en-yucatan-residencial-las-palmas-21-2288-_JM,"$796,000",Yucatán,Kanasin,88 m²,88 m²,,2,2,1,,0 años,,,,,,,,,,,,,,,,,,
962373057,yucatán,casa,https://casa.metroscubicos.com/MLM-962373057-casa-en-montebello-merida-_JM,"$14,400,000",Mérida,Montebello,614 m²,636 m²,11,4,6,4,,0 años,,,,,,,,,,,,,,,,,,
805449671,yucatán,casa,https://casa.metroscubicos.com/MLM-805449671-casa-merida-_JM,"$1,500,000",Yucatán,Mérida,250 m²,96 m²,10,2,2,2,1,0 años,0 MXN,,,,,,,,,,,,,,,,,
963037950,yucatán,uman,https://casa.metroscubicos.com/MLM-963037950-uman-finca-en-xtepen-_JM,"$7,500,000",Uman,Xtepen,6150 mÂ²,338 mÂ²,13,,,10,,,,,5,6,0 aÃ±os,,,,,,,,,,,,,
1385384246,yucatán,casa,https://casa.metroscubicos.com/MLM-1385384246-casa-en-venta-5-colonias-con-excelente-terreno-_JM,"$1,100,000",Mérida,5 Colonias,450 m²,1 m²,4,3,1,1,,0 años,,,,,,,,,,,,,,,,,,
963015563,yucatán,villa,https://casa.metroscubicos.com/MLM-963015563-villa-serena-_JM,"$6,000,000",Mérida,Yucatan Country Club,280 m²,216 m²,7,3,3,2,,,,,,,,,,,,,,,,,,,,
811847424,yucatán,casa,https://casa.metroscubicos.com/MLM-811847424-casa-en-venta-en-cholul-gran-oportunidad-_JM,"$1,950,000",Mérida,Cholul,306 m²,272 m²,,4,4,2,,4 años,,,,,,,,,,,,,,,,,,
1410424503,yucatán,casa,https://casa.metroscubicos.com/MLM-1410424503-casa-merida-centro-frente-a-la-ermita-casa-de-los-suenos-vc-1772-_JM,"U$S332,500",Mérida,Merida Centro,267 m²,,,2,2,,,0 años,0 MXN,,,,,,,,,,,,,,,,,
1408219884,yucatán,residencia,https://casa.metroscubicos.com/MLM-1408219884-residencia-en-venta-en-manantiales-de-cocoyoles-merida-_JM,"$14,000,000",Mérida,Santa Gertrudis Copo,650 m²,580 m²,13,6,6,,,,,,,,,,,,,,,,,,,,,
1393677938,yucatán,ve,https://casa.metroscubicos.com/MLM-1393677938-ve-conkal-4-_JM,"$4,000,000",Conkal,Conkal,650 m²,1 m²,10,4,5,4,,2016 años,,,,,,,,,,,,,,,,,,
1380570819,yucatán,preventa,https://casa.metroscubicos.com/MLM-1380570819-preventa-en-privada-cumbres-novonorte-3-recs-con-amenidade-_JM,"$2,190,000",Mérida,Cholul,226 m²,131 m²,6,3,2,2,,,,,,,,,,,,,,,,,,,,
1335727509,yucatán,venta,https://casa.metroscubicos.com/MLM-1335727509-venta-de-casa-con-departamento-frente-al-mar-en-telchac-pue-_JM,"$20,500,000",Telchac Puerto,Telchac Puerto,1102 m²,471 m²,9,4,5,6,,0 años,,,,,,,,,,,,,,,,,,
1319555812,yucatán,hacienda,https://casa.metroscubicos.com/MLM-1319555812-hacienda-san-juan-en-yucatan-_JM,"$16,000,000",Uman,Uman,1120000 m²,350 m²,4,1,1,8,1,0 años,,Oriente,,,,,2,,,,,,,,,,,
1317018392,yucatán,excelente,https://casa.metroscubicos.com/MLM-1317018392-excelente-casa-_JM,"$2,100,000",Mérida,Chuburna Inn,214 m²,200 m²,3,2,1,,,15 años,,,,,,,,,,,,,,,,,,
1308680949,yucatán,casa,https://casa.metroscubicos.com/MLM-1308680949-casa-de-lujo-en-residencial-nortemerida-_JM,"$8,500,000",Mérida,Komchen,600 m²,472 m²,9,4,4,4,,0 años,,,,,,,,,,,,,,,,,,
1307881034,yucatán,casa,https://casa.metroscubicos.com/MLM-1307881034-casa-modelo-195-en-preventa-en-oasis-residencial-cholul-_JM,"$2,765,100",Mérida,Cholul,200 m²,195 m²,8,3,4,2,,0 años,,,,,,,,,,,,,,,,,,
1304674241,yucatán,casa,https://casa.metroscubicos.com/MLM-1304674241-casa-santa-ana-_JM,"U$S390,000",Yucatán,Mérida,323 m²,,,4,2,1,2,0 años,0 MXN,,,,,,,,,,,,,,,,,
917167190,yucatán,casa,https://casa.metroscubicos.com/MLM-917167190-casa-en-venta-en-privada-oasis-cholul-merida-yucatan-_JM,"$3,082,000",Mérida,Cholul,200 m²,220 m²,8,3,4,2,,,,,,,,,,,,,,,,,,,,
917164845,yucatán,casa,https://casa.metroscubicos.com/MLM-917164845-casa-en-venta-privada-en-conkal-lista-para-habitar-al-nort-_JM,"$2,850,000",Conkal,Conkal,341 m²,252 m²,8,4,4,2,,0 años,,,,,,,,,,,,,,,,,,
917164612,yucatán,casa,https://casa.metroscubicos.com/MLM-917164612-casa-en-venta-en-cholul-5-recamaras-y-piscina-_JM,"$7,100,000",Mérida,Cholul,1000 m²,475 m²,13,5,6,3,,11 años,,,,,,,,,,,,,,,,,,
789781264,yucatán,quinta,https://casa.metroscubicos.com/MLM-789781264-quinta-en-venta-en-kanasin-merida-_JM,"$8,650,000",Kanasin,Mulchechen,6626 m²,1 m²,,,,,,,,,,,,,,,,,,,,,,,,
1385818610,yucatán,compra,https://casa.metroscubicos.com/MLM-1385818610-compra-en-preventa-hoy-en-yucatan-_JM,"$1,775,000",Progreso,Misnebalam,177.45 mÂ²,186 mÂ²,,,,2,,,,,3,2,0 aÃ±os,,,,,,,,,,,,,
1328514038,yucatán,hermosa,https://casa.metroscubicos.com/MLM-1328514038-hermosa-casa-en-venta-en-montes-de-ame-_JM,"$5,890,000",Mérida,Montes De Ame,832 m²,445 m²,9,4,5,,,0 años,,,,,,,,,,,,,,,,,,
1312658818,yucatán,zendera,https://casa.metroscubicos.com/MLM-1312658818-zendera-residencial-_JM,"$2,899,000",Conkal,Conkal,259 m²,212 m²,7,3,3,2,,,,,,,,,,,,,,,,,,,,
